2964,4.0
4164,4.0
1677,20.0
6888,1.0
4909,12.0
3904,0.0
1243,1.0
6080,0.0
4148,7.000000000000001
5856,100.0
6051,13.0
5825,0.0
2977,8.0
857,0.0
4897,4.0
3092,4.0
6241,17.0
3612,11.0
7410,100.0
5769,0.0
2130,15.0
2900,8.0
7125,100.0
4405,4.0
772,4.0
6864,0.0
2364,17.0
6371,17.0
2538,2.0
2012,18.0
7496,0.0
4050,2.0
2437,7.000000000000001
5265,5.0
5906,84.0
3644,14.000000000000002
7419,0.0
3970,9.0
355,7.000000000000001
7213,0.0
2660,4.0
3953,0.0
3219,6.0
5771,0.0
4779,14.000000000000002
1133,10.0
1870,13.0
7358,88.0
5791,4.0
2556,0.0
3876,19.0
4208,14.000000000000002
660,9.0
5846,35.0
489,21.0
2873,1.0
4541,2.0
3512,3.0
150,99.0
7049,1.0
473,8.0
7290,1.0
1967,6.0
6474,7.000000000000001
5535,0.0
6952,9.0
4292,9.0
5783,4.0
3216,9.0
4556,1.0
6549,1.0
1292,9.0
2056,0.0
6002,15.0
129,100.0
5980,3.0
5536,0.0
467,10.0
1277,6.0
1067,0.0
5804,71.0
4363,28.000000000000004
2238,14.000000000000002
4544,3.0
4347,25.0
4316,6.0
1223,5.0
2945,5.0
6802,0.0
1255,3.0
3003,6.0
2390,0.0
7028,1.0
7412,100.0
1984,20.0
992,3.0
5766,0.0
6561,3.0
6468,5.0
2326,13.0
6594,0.0
7183,0.0
1225,2.0
3865,12.0
5716,0.0
6971,11.0
5453,16.0
6140,4.0
521,13.0
7367,4.0
7284,99.0
1076,5.0
7508,0.0
1326,17.0
568,5.0
4071,1.0
6206,1.0
3718,5.0
2429,3.0
2068,0.0
7414,100.0
3034,9.0
6255,2.0
4420,26.0
2576,0.0
5454,9.0
4771,14.000000000000002
6741,0.0
7039,0.0
2224,10.0
3438,11.0
4022,4.0
4282,4.0
5727,0.0
640,3.0
6807,10.0
3753,9.0
770,7.000000000000001
1191,4.0
4190,8.0
4503,0.0
6027,14.000000000000002
2087,0.0
5586,0.0
6947,4.0
3925,19.0
7286,23.0
2485,4.0
4373,4.0
4506,4.0
1828,9.0
1961,9.0
2138,36.0
1324,14.000000000000002
811,4.0
4875,19.0
7517,0.0
5622,0.0
2828,2.0
3264,1.0
6099,0.0
7281,72.0
2577,0.0
6749,0.0
1273,0.0
1285,5.0
3849,0.0
2984,10.0
6972,5.0
2333,30.0
6579,1.0
6859,0.0
2533,1.0
7363,11.0
1034,1.0
1094,2.0
2191,10.0
4659,17.0
3830,14.000000000000002
6576,1.0
6037,0.0
3111,7.000000000000001
6323,5.0
5035,6.0
4372,6.0
6933,18.0
7470,0.0
2179,13.0
6386,3.0
5965,22.0
5222,3.0
420,7.000000000000001
842,9.0
7416,31.0
4607,20.0
6034,6.0
3309,8.0
7013,28.999999999999996
4894,8.0
3552,4.0
6031,3.0
6256,0.0
1862,13.0
2062,0.0
7015,2.0
4961,0.0
4273,14.000000000000002
885,8.0
2702,9.0
2407,0.0
2829,5.0
5183,4.0
783,12.0
6994,8.0
1976,30.0
788,9.0
2656,11.0
6796,2.0
5456,26.0
6982,4.0
6123,16.0
6406,6.0
1202,4.0
1864,18.0
5534,0.0
4408,11.0
6649,4.0
5276,2.0
4722,0.0
7505,0.0
1089,9.0
1973,9.0
5212,7.000000000000001
5787,3.0
3038,11.0
2072,0.0
6380,3.0
5886,4.0
6593,5.0
3994,11.0
5116,10.0
2213,20.0
6301,18.0
5865,2.0
2592,4.0
6317,3.0
4132,4.0
6161,5.0
2325,28.999999999999996
