44,1.0
284,55.00000000000001
529,2.0
581,0.0
87,0.0
1073,88.0
1089,2.0
305,11.0
940,35.0
471,1.0
601,2.0
688,0.0
367,11.0
303,0.0
219,0.0
948,93.0
907,14.000000000000002
233,0.0
269,100.0
474,4.0
253,0.0
871,0.0
785,0.0
635,52.0
1099,0.0
49,0.0
534,3.0
169,0.0
519,0.0
493,12.0
516,0.0
862,0.0
935,56.99999999999999
586,0.0
888,13.0
290,28.999999999999996
858,0.0
428,16.0
356,0.0
976,0.0
674,1.0
650,22.0
254,0.0
1063,50.0
178,0.0
250,22.0
911,2.0
817,0.0
186,78.0
895,34.0
1000,3.0
662,77.0
744,0.0
984,49.0
420,0.0
622,90.0
1040,4.0
639,11.0
996,18.0
599,5.0
606,6.0
483,0.0
429,3.0
992,0.0
342,0.0
670,0.0
399,0.0
951,14.000000000000002
545,10.0
967,87.0
214,0.0
997,9.0
589,0.0
962,19.0
357,0.0
631,86.0
942,3.0
779,1.0
1009,82.0
1039,3.0
590,0.0
633,84.0
1050,97.0
713,7.000000000000001
728,0.0
325,14.000000000000002
307,28.000000000000004
924,33.0
901,5.0
691,0.0
828,0.0
364,43.0
780,0.0
359,0.0
475,2.0
937,50.0
180,0.0
355,0.0
1105,0.0
1095,94.0
391,0.0
848,71.0
856,13.0
609,0.0
344,100.0
969,92.0
812,0.0
287,28.999999999999996
1069,24.0
245,5.0
512,19.0
958,2.0
595,0.0
76,0.0
597,0.0
850,95.0
480,7.000000000000001
678,0.0
717,0.0
285,59.0
365,26.0
987,5.0
326,2.0
943,6.0
685,0.0
1022,44.0
658,0.0
979,3.0
973,10.0
1066,5.0
329,0.0
197,100.0
731,1.0
1101,0.0
1090,96.0
637,26.0
515,2.0
1043,26.0
577,0.0
821,0.0
1003,6.0
710,3.0
971,43.0
873,5.0
1065,7.000000000000001
1077,53.0
1053,16.0
787,0.0
1092,62.0
1014,46.0
354,0.0
248,24.0
644,39.0
920,41.0
1005,23.0
959,0.0
890,92.0
736,0.0
625,0.0
241,0.0
1059,10.0
704,0.0
999,2.0
484,6.0
683,0.0
308,18.0
362,0.0
1083,48.0
604,9.0
727,0.0
818,0.0
878,0.0
768,0.0
402,0.0
366,15.0
738,10.0
384,85.0
479,0.0
514,4.0
541,14.000000000000002
1020,50.0
614,0.0
497,5.0
1046,47.0
908,16.0
810,0.0
668,0.0
1032,0.0
974,2.0
348,74.0
1045,39.0
608,0.0
929,89.0
673,0.0
525,2.0
1088,7.000000000000001
1055,6.0
1030,3.0
816,0.0
372,79.0
852,14.000000000000002
213,0.0
918,18.0
820,0.0
739,0.0
425,0.0
853,4.0
239,0.0
1047,22.0
957,20.0
863,0.0
718,0.0
1102,0.0
698,0.0
225,0.0
294,84.0
897,40.0
485,19.0
953,91.0
177,0.0
426,52.0
578,0.0
306,9.0
234,0.0
902,0.0
1051,40.0
318,0.0
827,0.0
526,1.0
319,0.0
470,19.0
47,34.0
776,0.0
1035,20.0
51,0.0
986,11.0
258,0.0
452,0.0
708,1.0
823,9.0
337,83.0
1107,0.0
648,3.0
395,0.0
317,0.0
643,28.999999999999996
900,10.0
638,16.0
983,37.0
975,4.0
530,2.0
774,0.0
77,0.0
824,0.0
523,3.0
1078,21.0
711,0.0
988,3.0
672,0.0
477,0.0
216,0.0
376,81.0
645,19.0
746,0.0
981,28.999999999999996
1041,5.0
864,0.0
1038,28.000000000000004
913,0.0
1064,23.0
916,2.0
998,3.0
950,15.0
909,5.0
647,8.0
43,2.0
205,95.0
825,0.0
1054,4.0
370,26.0
985,23.0
396,0.0
834,0.0
341,0.0
941,22.0
472,23.0
1110,0.0
905,2.0
1034,0.0
1028,95.0
995,49.0
273,100.0
715,8.0
489,1.0
278,81.0
584,0.0
339,86.0
771,0.0
537,3.0
518,2.0
624,33.0
949,23.0
654,87.0
423,0.0
602,2.0
184,0.0
620,85.0
350,100.0
510,22.0
1026,78.0
353,0.0
312,8.0
286,22.0
252,0.0
696,0.0
706,0.0
868,0.0
946,28.999999999999996
433,0.0
885,0.0
1056,3.0
886,4.0
699,0.0
61,0.0
361,0.0
883,12.0
419,0.0
632,7.000000000000001
866,0.0
867,0.0
884,5.0
373,46.0
222,0.0
1108,0.0
520,0.0
430,0.0
243,14.000000000000002
511,0.0
826,0.0
201,0.0
870,2.0
230,0.0
476,0.0
1037,50.0
830,0.0
246,6.0
646,16.0
636,28.999999999999996
839,0.0
877,1.0
899,9.0
448,0.0
910,1.0
207,6.0
723,0.0
521,0.0
531,0.0
435,0.0
280,97.0
641,28.000000000000004
86,0.0
914,0.0
990,32.0
956,47.0
1031,1.0
972,23.0
